filename	species	rank1	c1	rank2	c2	rank3	c3	rank4	c4	rank5	c5
2874199_88f3bfea185135acd40300b8752fe97895a6eb8c.jpg	Passiflora caerulea	Passiflora caerulea	0.95688	Passiflora amethystina	0.00865	Passiflora edulis	0.00599	Passiflora morifolia	0.00356	Passiflora foetida	0.00124
2926687_096018ec5729fbfbc8063e0b9c146b024fad3993.jpg	Sideritis romana	Sideritis romana	0.959	Stachys annua	0.00604	Leucas neuflizeana	0.0059	Leucas glabrata	0.00166	Stachys ocymastrum	0.00152
2888722_0027ab4342d9d246dda0c39ea14c568ef69a551e.jpg	Sambucus ebulus	Viburnum ellipticum	0.12554	Viburnum lantana	0.10248	Viburnum rufidulum	0.06799	Sambucus nigra	0.06597	Deutzia parviflora	0.03784
2772902_7fe18c058f9039e21cbb68ffd2fec6882cf28312.jpg	Ornithogalum pyrenaicum	Loncomelos narbonense	0.49233	Anthericum liliago	0.03529	Muscari comosum	0.00133
7150619_3af062d277e9b9e32262648d2c0e4799628bc700.jpg	Gomphocarpus fruticosus	Gomphocarpus fruticosus	0.42564	Melaleuca alternifolia	0.10698	Gomphocarpus physocarpus	0.04717	Callistemon sieberi	0.04268	Acacia cognata	0.0195
3137498_529c80201fa666281d9635ca0c2fcaf9e6673f55.jpg	Leontodon hispidus	Hypochaeris radicata	0.0941	Leontodon hispidus	0.04957	Plantago lanceolata	0.04817	Pilosella officinarum	0.0189	Leucanthemum vulgare	0.01872
3085370_15e3f41f3a6f57bba1a41da18de2916e9e06a368.jpg	Moehringia trinervia	Stellaria media	0.30772	Salpichroa origanifolia	0.10502	Moehringia pentandra	0.08423	Euphorbia peplus	0.02351	Cardamine flexuosa	0.02023
3169313_328154d9b413459536f757cf6d60cee311fb1add.jpg	Samolus valerandi	Mandragora officinarum	0.17157	Barbarea intermedia	0.0516	Barbarea vulgaris	0.03291	Veronica beccabunga	0.0271	Veronica serpyllifolia	0.02648
2858846_c95a118c53f6681f250fd4aba787b18ac916f4c3.jpg	Narcissus bulbocodium	Narcissus bulbocodium	0.97708	Narcissus obesus	0.01039	Narcissus gigas	0.00365	Narcissus hedraeanthus	0.00165	Narcissus asturiensis	0.00137
10790895_b0f02e78895ea62bdf2b77b9cceedf1e2f5f2603.jpg	Spergularia media	Spergula arvensis	0.71383	Spergula morisonii	0.03021	Spergula pentandra	0.02405	Spergularia marina	0.01354	Minuartia verna	0.00955
3940394_fbb3bce2e59d6c1425b0e00dabf37f8c22040296.jpg	Malva tournefortiana	Malva tournefortiana	0.75651	Malva alcea	0.166	Malva moschata	0.06971	Malva cretica	0.00183	Althaea cannabina	0.00111
3047621_9d2b972fbe0fa8de5df019c35263893cc0b3d14d.jpg	Sinapis alba	Sinapis alba	0.66457	Brassica juncea	0.05114	Sinapis arvensis	0.04391	Erucastrum gallicum	0.03588	Brassica tournefortii	0.03193
5290143_c36ccded0a5e91fd0de831df4ab3f4cd05af0045.jpg	Brachypodium distachyon	Brachypodium distachyon	0.33745	Bromus catharticus	0.09885	Bromus hordeaceus	0.03905	Bromus racemosus	0.0363	Vulpia octoflora	0.02392
9213153_3ef23b6990a4a38379b5c32f3c706f352d330518.jpg	Platanthera bifolia	Platanthera bifolia	0.9347	Platanthera chlorantha	0.00761	Galium mollugo	0.00197	Jumellea rossii	0.00186	Stenaria nigricans	0.00179
3891203_4d1f4dd1c26a3f57a58f1721244eb895a76586b1.jpg	Lavandula multifida	Lavandula multifida	0.77054	Lavandula pinnata	0.06088	Polygala microphylla	0.02967	Lavandula latifolia	0.01091	Lavandula canariensis	0.01074
