filename	genus	rank1	c1	rank2	c2	rank3	c3	rank4	c4	rank5	c5
2874199_88f3bfea185135acd40300b8752fe97895a6eb8c.jpg	Passiflora	Passiflora	0.7607843137254902	Viola	0.00784313725490196	Tolpis	0.00784313725490196	Clematis	0.00784313725490196	Carduncellus	0.00392156862745098
2926687_096018ec5729fbfbc8063e0b9c146b024fad3993.jpg	Sideritis	Sideritis	0.984313725490196	Kickxia	0.00392156862745098	Cerastium	0.0	Theligonum	0.0	Arctotheca	0.0
2888722_0027ab4342d9d246dda0c39ea14c568ef69a551e.jpg	Sambucus	Sambucus	0.14901960784313725	Ligustrum	0.050980392156862744	Viburnum	0.050980392156862744	Solanum	0.027450980392156862	Galium	0.01568627450980392
2772902_7fe18c058f9039e21cbb68ffd2fec6882cf28312.jpg	Ornithogalum	Ornithogalum	0.7843137254901962	Platanthera	0.12941176470588237	Ophrys	0.011764705882352941	Chondrilla	0.00784313725490196	Avena	0.00392156862745098
7150619_3af062d277e9b9e32262648d2c0e4799628bc700.jpg	Gomphocarpus	Daphne	0.984313725490196	Erica	0.011764705882352941	Erigeron	0.00392156862745098	Cerastium	0.0	Theligonum	0.0
3137498_529c80201fa666281d9635ca0c2fcaf9e6673f55.jpg	Leontodon	Leontodon	0.4235294117647059	Senecio	0.0784313725490196	Scorzonera	0.07450980392156863	Hieracium	0.06274509803921569	Hypochaeris	0.0392156862745098
3085370_15e3f41f3a6f57bba1a41da18de2916e9e06a368.jpg	Moehringia	Cardamine	0.2274509803921569	Stellaria	0.2274509803921569	Moehringia	0.047058823529411764	Helleborus	0.047058823529411764	Silene	0.0392156862745098
3169313_328154d9b413459536f757cf6d60cee311fb1add.jpg	Samolus	Calystegia	0.47843137254901963	Barbarea	0.14901960784313725	Viola	0.0784313725490196	Arum	0.07058823529411765	Veronica	0.03137254901960784
2858846_c95a118c53f6681f250fd4aba787b18ac916f4c3.jpg	Narcissus	Narcissus	1.0	Cerastium	0.0	Theligonum	0.0	Arctotheca	0.0	Lathyrus	0.0
10790895_b0f02e78895ea62bdf2b77b9cceedf1e2f5f2603.jpg	Spergularia	Spergula	0.30980392156862746	Minuartia	0.12549019607843137	Spergularia	0.10588235294117647	Linum	0.09803921568627451	Cerastium	0.047058823529411764
