filename	family	rank1	c1	rank2	c2	rank3	c3	rank4	c4	rank5	c5
Acacia_dealbata_1945424512_1.jpg	Fabaceae	Fabaceae	0.9294117647058823	Proteaceae	0.011764705882352941	Pinaceae	0.00784313725490196	Rhamnaceae	0.00392156862745098	Myrtaceae	0.00392156862745098
Acacia_dealbata_2974327900_1.jpg	Fabaceae	Fabaceae	0.39999999999999997	Dennstaedtiaceae	0.20392156862745098	Asteraceae	0.0196078431372549	Dryopteridaceae	0.01568627450980392	Poaceae	0.011764705882352941
Acacia_dealbata_1946199420_3.jpg	Fabaceae	Salicaceae	0.1411764705882353	Fagaceae	0.11764705882352941	Fabaceae	0.08627450980392157	Cyperaceae	0.06666666666666667	Poaceae	0.06274509803921569
Acacia_dealbata_1945436102_1.jpg	Fabaceae	Scrophulariaceae	0.25098039215686274	Solanaceae	0.11372549019607843	Convolvulaceae	0.06666666666666667	Poaceae	0.058823529411764705	Moraceae	0.054901960784313725
Acacia_dealbata_1805367892_1.jpg	Fabaceae	Fabaceae	0.7294117647058822	Apiaceae	0.058823529411764705	Pittosporaceae	0.0196078431372549	Rosaceae	0.01568627450980392	Oleaceae	0.01568627450980392
Acacia_dealbata_2974337058_1.jpg	Fabaceae	Fabaceae	0.8784313725490196	Betulaceae	0.00784313725490196	Cupressaceae	0.00784313725490196	Euphorbiaceae	0.00392156862745098	Cannabaceae	0.00392156862745098
Acacia_dealbata_1850964436_1.jpg	Fabaceae	Fabaceae	0.9137254901960784	Blechnaceae	0.0196078431372549	Euphorbiaceae	0.00392156862745098	Rosaceae	0.00392156862745098	Poaceae	0.00392156862745098
Acacia_dealbata_2645823029_1.jpg	Fabaceae	Fabaceae	0.8352941176470587	Asteraceae	0.00784313725490196	Brassicaceae	0.00392156862745098	Arecaceae	0.00392156862745098	Taxaceae	0.00392156862745098
Acacia_dealbata_2974401118_1.jpg	Fabaceae	Fabaceae	0.9490196078431372	Asteraceae	0.00392156862745098	Salicaceae	0.00392156862745098	Fagaceae	0.00392156862745098	Taxaceae	0.00392156862745098
Acacia_dealbata_1944416000_2.jpg	Fabaceae	Fabaceae	0.6196078431372549	Polypodiaceae	0.08235294117647059	Plantaginaceae	0.050980392156862744	Dryopteridaceae	0.03529411764705882	Asteraceae	0.01568627450980392
Acacia_dealbata_2540880638_3.jpg	Fabaceae	Cupressaceae	0.11764705882352941	Dennstaedtiaceae	0.10196078431372549	Taxaceae	0.08235294117647059	Ericaceae	0.06666666666666667	Fabaceae	0.06274509803921569
Acacia_dealbata_2643512061_1.jpg	Fabaceae	Fabaceae	0.8941176470588235	Dryopteridaceae	0.03529411764705882	Dennstaedtiaceae	0.023529411764705882	Athyriaceae	0.00392156862745098	Caryophyllaceae	0.0
Acacia_dealbata_1805367782_2.jpg	Fabaceae	Fabaceae	0.4549019607843138	Asteraceae	0.10588235294117647	Rutaceae	0.043137254901960784	Oleaceae	0.027450980392156862	Lamiaceae	0.01568627450980392
Acacia_dealbata_2012981698_2.jpg	Fabaceae	Fabaceae	0.9960784313725489	Caryophyllaceae	0.0	Rubiaceae	0.0	Asteraceae	0.0	Lamiaceae	0.0
Acacia_dealbata_2366108516_1.jpg	Fabaceae	Fabaceae	0.3529411764705882	Rosaceae	0.24705882352941178	Urticaceae	0.16078431372549018	Apiaceae	0.058823529411764705	Asteraceae	0.023529411764705882
Acacia_dealbata_1990480277_1.jpg	Fabaceae	Proteaceae	0.6274509803921569	Ericaceae	0.14901960784313725	Fabaceae	0.0784313725490196	Apocynaceae	0.0196078431372549	Myricaceae	0.0196078431372549
Acacia_dealbata_2557768941_2.jpg	Fabaceae	Fabaceae	0.388235294117647	Fagaceae	0.19215686274509802	Myrtaceae	0.09019607843137255	Pinaceae	0.07058823529411765	Oleaceae	0.06274509803921569
Acacia_dealbata_2465217072_1.jpg	Fabaceae	Fabaceae	0.8352941176470589	Fagaceae	0.027450980392156862	Phyllanthaceae	0.0196078431372549	Taxaceae	0.01568627450980392	Rosaceae	0.011764705882352941
Acacia_dealbata_2451696273_2.jpg	Fabaceae	Fabaceae	0.776470588235294	Pteridaceae	0.03529411764705882	Haloragaceae	0.027450980392156862	Caprifoliaceae	0.01568627450980392	Asteraceae	0.00784313725490196
Acacia_dealbata_2550046762_1.jpg	Fabaceae	Fabaceae	0.40784313725490196	Amaranthaceae	0.1764705882352941	Asteraceae	0.10196078431372549	Salicaceae	0.06666666666666667	Poaceae	0.050980392156862744
Acacia_longifolia_2974385736_1.jpg	Fabaceae	Oleaceae	0.8039215686274509	Fabaceae	0.1568627450980392	Apocynaceae	0.00784313725490196	Apiaceae	0.00392156862745098	Thymelaeaceae	0.00392156862745098
Acacia_longifolia_8.jpg	Fabaceae	Fabaceae	0.9411764705882353	Polypodiaceae	0.01568627450980392	Boraginaceae	0.00392156862745098	Caryophyllaceae	0.0	Rubiaceae	0.0
