filename	genus	rank1	c1	rank2	c2	rank3	c3	rank4	c4	rank5	c5
Acacia_dealbata_1945424512_1.jpg	Acacia	Acacia	0.9215686274509803	Hakea	0.011764705882352941	Pinus	0.00784313725490196	Medicago	0.00392156862745098	Rhamnus	0.00392156862745098
Acacia_dealbata_2974327900_1.jpg	Acacia	Acacia	0.37254901960784315	Pteridium	0.20392156862745098	Dryopteris	0.01568627450980392	Paraserianthes	0.01568627450980392	Echinops	0.00784313725490196
Acacia_dealbata_1946199420_3.jpg	Acacia	Salix	0.1411764705882353	Quercus	0.10980392156862745	Acacia	0.050980392156862744	Schoenoplectus	0.03529411764705882	Cryptomeria	0.027450980392156862
Acacia_dealbata_1945436102_1.jpg	Acacia	Buddleja	0.24705882352941178	Solanum	0.07450980392156863	Ipomoea	0.058823529411764705	Ficus	0.054901960784313725	Datura	0.03529411764705882
Acacia_dealbata_1805367892_1.jpg	Acacia	Acacia	0.7176470588235293	Bupleurum	0.058823529411764705	Pittosporum	0.0196078431372549	Phillyrea	0.01568627450980392	Phoenix	0.01568627450980392
Acacia_dealbata_2974337058_1.jpg	Acacia	Acacia	0.792156862745098	Paraserianthes	0.0784313725490196	Corylus	0.00784313725490196	Retama	0.00784313725490196	Celtis	0.00392156862745098
Acacia_dealbata_1850964436_1.jpg	Acacia	Acacia	0.8549019607843137	Paraserianthes	0.058823529411764705	Woodwardia	0.0196078431372549	Agrostis	0.00392156862745098	Agrimonia	0.00392156862745098
Acacia_dealbata_2645823029_1.jpg	Acacia	Acacia	0.8313725490196078	Helichrysum	0.00784313725490196	Rorippa	0.00392156862745098	Paraserianthes	0.00392156862745098	Phoenix	0.00392156862745098
Acacia_dealbata_2974401118_1.jpg	Acacia	Acacia	0.9490196078431372	Salix	0.00392156862745098	Castanea	0.00392156862745098	Xanthium	0.00392156862745098	Taxus	0.00392156862745098
Acacia_dealbata_1944416000_2.jpg	Acacia	Acacia	0.5882352941176471	Polypodium	0.08235294117647059	Linaria	0.050980392156862744	Dryopteris	0.03137254901960784	Paraserianthes	0.011764705882352941
Acacia_dealbata_2540880638_3.jpg	Acacia	Cryptomeria	0.11764705882352941	Pteridium	0.10196078431372549	Taxus	0.08235294117647059	Erica	0.058823529411764705	Daphne	0.058823529411764705
Acacia_dealbata_2643512061_1.jpg	Acacia	Acacia	0.8901960784313725	Pteridium	0.023529411764705882	Dryopteris	0.0196078431372549	Polystichum	0.01568627450980392	Paraserianthes	0.00392156862745098
Acacia_dealbata_1805367782_2.jpg	Acacia	Acacia	0.1450980392156863	Ulex	0.1450980392156863	Anagyris	0.06274509803921569	Stauracanthus	0.050980392156862744	Artemisia	0.047058823529411764
Acacia_dealbata_2012981698_2.jpg	Acacia	Acacia	0.992156862745098	Paraserianthes	0.00392156862745098	Cerastium	0.0	Theligonum	0.0	Arctotheca	0.0
Acacia_dealbata_2366108516_1.jpg	Acacia	Acacia	0.34901960784313724	Agrimonia	0.21568627450980393	Urtica	0.16078431372549018	Conium	0.0392156862745098	Lycopus	0.023529411764705882
Acacia_dealbata_1990480277_1.jpg	Acacia	Hakea	0.6274509803921569	Erica	0.14901960784313725	Acacia	0.050980392156862744	Genista	0.027450980392156862	Nerium	0.0196078431372549
Acacia_dealbata_2557768941_2.jpg	Acacia	Acacia	0.36078431372549025	Quercus	0.19215686274509802	Eucalyptus	0.09019607843137255	Pinus	0.07058823529411765	Olea	0.050980392156862744
Acacia_dealbata_2465217072_1.jpg	Acacia	Retama	0.6431372549019608	Acacia	0.1764705882352941	Quercus	0.027450980392156862	Flueggea	0.0196078431372549	Taxus	0.01568627450980392
Acacia_dealbata_2451696273_2.jpg	Acacia	Acacia	0.7058823529411764	Vicia	0.043137254901960784	Pteris	0.03529411764705882	Myriophyllum	0.027450980392156862	Astragalus	0.011764705882352941
Acacia_dealbata_2550046762_1.jpg	Acacia	Glycyrrhiza	0.3215686274509804	Atriplex	0.16862745098039217	Salix	0.06666666666666667	Artemisia	0.054901960784313725	Acacia	0.047058823529411764
Acacia_longifolia_2974385736_1.jpg	Acacia	Phillyrea	0.796078431372549	Acacia	0.1568627450980392	Olea	0.00784313725490196	Nerium	0.00784313725490196	Daphne	0.00392156862745098
Acacia_longifolia_8.jpg	Acacia	Acacia	0.9411764705882353	Polypodium	0.01568627450980392	Myosotis	0.00392156862745098	Cerastium	0.0	Theligonum	0.0
Acacia_longifolia_3031981598_2.jpg	Acacia	Acacia	0.7843137254901961	Quercus	0.027450980392156862	Gleditsia	0.027450980392156862	Fraxinus	0.00784313725490196	Salix	0.00392156862745098
Acacia_longifolia_2644190837_2.jpg	Acacia	Acacia	0.8980392156862745	Phillyrea	0.023529411764705882	Salix	0.011764705882352941	Olea	0.00784313725490196	Reseda	0.00392156862745098
Acacia_longifolia_3067999605_1.jpg	Acacia	Acacia	0.6	Arundo	0.20784313725490197	Phillyrea	0.08235294117647059	Salix	0.027450980392156862	Setaria	0.027450980392156862
Acacia_longifolia_2550021925_1.jpg	Acacia	Acacia	0.9921568627450981	Echinochloa	0.00392156862745098	Cerastium	0.0	Theligonum	0.0	Arctotheca	0.0
Acacia_longifolia_2898304271_1.jpg	Acacia	Arundo	0.5490196078431373	Acacia	0.12549019607843137	Salix	0.023529411764705882	Hakea	0.023529411764705882	Erica	0.01568627450980392
Acacia_longifolia_2013755311_1.jpg	Acacia	Salix	0.44313725490196076	Acacia	0.25098039215686274	Gleditsia	0.050980392156862744	Eucalyptus	0.01568627450980392	Polypodium	0.011764705882352941
Acacia_longifolia_2644264210_1.jpg	Acacia	Acacia	0.6705882352941176	Cladium	0.027450980392156862	Hypericum	0.00784313725490196	Carex	0.00784313725490196	Plantago	0.00784313725490196
Acacia_longifolia_1802691419_2.jpg	Acacia	Echinospartum	0.20392156862745098	Asparagus	0.1411764705882353	Narcissus	0.11764705882352941	Acacia	0.07058823529411765	Sedum	0.050980392156862744
Acacia_longifolia_3333212545_1.jpg	Acacia	Acacia	0.784313725490196	Hakea	0.12549019607843137	Erica	0.00392156862745098	Olea	0.00392156862745098	Daphne	0.00392156862745098
Acacia_longifolia_2557769244_1.jpg	Acacia	Acacia	0.988235294117647	Salix	0.00392156862745098	Cerastium	0.0	Theligonum	0.0	Arctotheca	0.0
