filename	genus	rank1	c1	rank2	c2	rank3	c3	rank4	c4	rank5	c5
Acacia_dealbata-1.jpg	Acacia	Acacia	0.996078431372549	Quercus	0.00392156862745098	Cerastium	0.0	Theligonum	0.0	Arctotheca	0.0
Acacia-longifolia-branch.jpg	Acacia	Acacia	0.996078431372549	Cerastium	0.0	Theligonum	0.0	Arctotheca	0.0	Lathyrus	0.0
Acacia_mearnsii_blossoms.jpg	Acacia	Acacia	0.9882352941176471	Paraserianthes	0.00784313725490196	Cerastium	0.0	Theligonum	0.0	Arctotheca	0.0
Acacia_melanoxylon.jpg	Acacia	Acacia	0.9568627450980393	Pittosporum	0.01568627450980392	Laurus	0.00784313725490196	Olea	0.00392156862745098	Ligustrum	0.00392156862745098
Acacia_pycnantha_Golden_Wattle.jpg	Acacia	Acacia	0.9372549019607843	Olea	0.00784313725490196	Daphne	0.00392156862745098	Agave	0.00392156862745098	Phalaris	0.00392156862745098
Acacia_melanoxylon2.jpg	Acacia	Acacia	0.20784313725490197	Humulus	0.043137254901960784	Galium	0.0392156862745098	Gomphocarpus	0.03529411764705882	Laurus	0.027450980392156862
Acacia_April_2015-3.jpg	Acacia	Salix	0.30196078431372547	Acacia	0.2784313725490196	Cytisus	0.043137254901960784	Pittosporum	0.0392156862745098	Senecio	0.03529411764705882
Acanthaceae_-_Acanthus_mollis_%282%29.JPG	Acanthus	Acanthus	0.8862745098039215	Cephalanthera	0.00784313725490196	Orobanche	0.00392156862745098	Misopates	0.00392156862745098	Cerastium	0.0
Acer_monspessulanum_fg02.jpg	Acer	Acer	0.9294117647058824	Clematis	0.0196078431372549	Hedera	0.011764705882352941	Quercus	0.00784313725490196	Senecio	0.00392156862745098
Acer_negundo_44809168.jpg	Acer	Salix	0.3764705882352941	Prunus	0.10980392156862745	Acer	0.10196078431372549	Robinia	0.0784313725490196	Castanea	0.06274509803921569
Acer_pseudoplatanus_005.jpg	Acer	Acacia	0.34901960784313724	Salix	0.30196078431372547	Castanea	0.07058823529411765	Pittosporum	0.050980392156862744	Prunus	0.0392156862745098
Achillea_ageratum_-_Botanischer_Garten_Mainz_IMG_5620.JPG	Achillea	Narcissus	0.40784313725490196	Genista	0.1843137254901961	Cytisus	0.07058823529411765	Lupinus	0.07058823529411765	Melilotus	0.023529411764705882
