filename	species	rank1	c1	rank2	c2	rank3	c3	rank4	c4	rank5	c5
Acacia_dealbata-1.jpg	Acacia dealbata	Acacia dealbata	0.85039	Acacia baileyana	0.07688	Acacia decurrens	0.04877	Acacia mearnsii	0.01908
Acacia-longifolia-branch.jpg	Acacia longifolia	Acacia longifolia	0.91706	Acacia spirorbis	0.02123	Acacia mangium	0.01919	Acacia auriculiformis	0.01139	Acacia oxycedrus	0.00724
Acacia_mearnsii_blossoms.jpg	Acacia mearnsii	Acacia mearnsii	0.93783	Acacia decurrens	0.02079	Acacia terminalis	0.01227	Acacia parramattensis	0.00549	Acacia dealbata	0.00414
Acacia_melanoxylon.jpg	Acacia melanoxylon	Acacia melanoxylon	0.41403	Acacia koa	0.16027	Acacia koaia	0.1591	Acacia heterophylla	0.06724	Acacia redolens	0.02762
Acacia_pycnantha_Golden_Wattle.jpg	Acacia pycnantha	Acacia pycnantha	0.46786	Acacia saligna	0.17771	Acacia confluens	0.10819	Acacia retinodes	0.0984	Acacia leprosa	0.02447
Acacia_melanoxylon2.jpg	Acacia retinodes	Acacia retinodes	0.53646	Acacia confluens	0.1318	Acacia suaveolens	0.05711	Acacia neriifolia	0.04107	Acacia salicina	0.04059
Acacia_April_2015-3.jpg	Acacia saligna	Acacia saligna	0.38497	Acacia acinacea	0.26785	Acacia cardiophylla	0.03438	Parkinsonia praecox	0.03067	Acacia cultriformis	0.025
Acanthaceae_-_Acanthus_mollis_%282%29.JPG	Acanthus mollis	Acanthus mollis	0.73197	Acanthus spinosus	0.19365	Acanthus hungaricus	0.0282	Acanthus hirsutus	0.00732	Acanthus montanus	0.00339
Acer_monspessulanum_fg02.jpg	Acer monspessulanum	Acer monspessulanum	0.71417	Acer sempervirens	0.19124	Acer campestre	0.03605	Acer obtusifolium	0.01892	Acer × bornmuelleri	0.0129
Acer_negundo_44809168.jpg	Acer negundo	Fraxinus ornus	0.02594	Tilia cordata	0.02421	Styphnolobium japonicum	0.02105	Robinia pseudoacacia	0.02039	Ulmus davidiana	0.0187
Acer_pseudoplatanus_005.jpg	Acer pseudoplatanus	Quercus phellos	0.05438	Quercus palustris	0.03158	Quercus cerris	0.02802	Quercus castaneifolia	0.02792	Quercus laurifolia	0.02224
Achillea_ageratum_-_Botanischer_Garten_Mainz_IMG_5620.JPG	Achillea ageratum	Achillea ageratum	0.70444	Achillea filipendulina	0.09703	Achillea tomentosa	0.02889	Phymaspermum acerosum	0.02067	Achillea clypeolata	0.02008
Achillea_millefolium_5Dsr_9042.jpg	Achillea millefolium	Achillea collina	0.213	Achillea millefolium	0.17054	Achillea odorata	0.14824	Achillea setacea	0.09249	Achillea ligustica	0.05872
Aconitum_napellus_230705.jpg	Aconitum napellus	Aconitum napellus	0.92692	Aconitum burnatii	0.01199	Aconitum tauricum	0.00919	Aconitum columbianum	0.00854	Aconitum uncinatum	0.00844
Adenocarpus_argyrophyllus_-_20080603-01.jpg	Adenocarpus hispanicus	Adenocarpus hispanicus	0.20188	Adenocarpus foliolosus	0.09262	Genista salzmannii	0.0383	Genista hispanica	0.03106	Adenocarpus complicatus	0.02281
Adiantum_capillus-veneris_2601.jpg	Adiantum capillus-veneris	Adiantum capillus-veneris	0.35749	Adiantum raddianum	0.30619	Adiantum concinnum	0.1021	Adiantum jordanii	0.04826	Adiantum lorentzii	0.01194
Adonis_annua_flor.jpg	Adonis annua	Adonis annua	0.5104	Adonis aestivalis	0.23202	Adonis flammea	0.14288	Adonis microcarpa	0.09027	Adonis palaestina	0.01077
Adonis-microcarpa001.jpg	Adonis microcarpa	Adonis annua	0.40752	Adonis aestivalis	0.28251	Adonis microcarpa	0.11988	Adonis flammea	0.07819	Adonis palaestina	0.04466
Aegilops_geniculata_Enfoque_2010-5-08_DehesaBoyaldePuertollano.jpg	Aegilops geniculata	Aegilops geniculata	0.55387	Aegilops neglecta	0.15728	Aegilops triuncialis	0.05995	Taeniatherum caput-medusae	0.00786	Spinifex littoreus	0.00115
Aegilops_triuncialis_Enfoque_2010-5-26_DehesaBoyaldePuertollano.jpg	Aegilops triuncialis	Aegilops triuncialis	0.32568	Hordeum vulgare	0.20055	Aegilops ventricosa	0.0826	Aegilops neglecta	0.07209	Triticum turgidum	0.05187
Madeira%2C_Palheiro_Gardens_-_Aeonium_arboreum_%28Marokko%29_IMG_2310.JPG	Aeonium arboreum	Aeonium arboreum	0.5779	Aeonium balsamiferum	0.06587	Aeonium canariense	0.03606	Aeonium undulatum	0.03384	Aeonium urbicum	0.03365
Agapanthus_Postbloom.jpg	Agapanthus praecox	Agapanthus africanus	0.3133	Agapanthus praecox	0.19372	Agapanthus campanulatus	0.1213	Agapanthus coddii	0.07391	Agapanthus inapertus	0.00368
Agave_July_2011-1.jpg	Agave americana	Agave americana	0.26726	Agave deserti	0.15498	Agave utahensis	0.10057	Agave karatto	0.06183	Agave chrysantha	0.05016
Ageratina_adenophora_%28Flower%29_2.jpg	Ageratina adenophora	Ageratina adenophora	0.98837	Ageratina riparia	0.00433
Agrimonia_procera_002.JPG	Agrimonia procera	Agrimonia eupatoria	0.56563	Agrimonia procera	0.24323	Agrimonia striata	0.08888	Agrimonia bracteata	0.03816	Agrimonia pilosa	0.02862
Agrostemma_githago_120605.jpg	Agrostemma githago	Agrostemma githago	0.82903	Linum viscosum	0.00243	Phlox mesoleuca	0.0019	Dianthus diffusus	0.00133	Silene coeli-rosa	0.00109
Agrostis.canina2.-.lindsey.jpg	Agrostis canina	Aira multiculmis	0.18307	Aira caryophyllea	0.12887	Deschampsia cespitosa	0.04438	Corynephorus divaricatus	0.0221	Agrostis capillaris	0.00962
Agrostis_capillaris.jpeg	Agrostis capillaris	Glyceria maxima	0.5225	Sorghum halepense	0.05896	Agrostis stolonifera	0.04086	Agrostis gigantea	0.03609	Deschampsia cespitosa	0.02341
Agrostis_Wuchs.jpg	Agrostis stolonifera	Triplasis purpurea	0.0553	Hemarthria altissima	0.04413	Cenchrus echinatus	0.02097	Paspalum scrobiculatum	0.01758	Paspalum distichum	0.01423
Aichryson_punctatum.jpg	Aichryson laxum	Aichryson punctatum	0.54601	Aichryson laxum	0.12862	Aichryson villosum	0.06552	Aichryson parlatorei	0.02977	Aichryson bollei	0.01352
G%C3%B6tterbaum_%28Ailanthus_altissima%29.jpg	Ailanthus altissima	Cordyla africana	0.09359	Albizia saman	0.03676	Albizia lebbeck	0.02804	Gleditsia sinensis	0.01813	Pterocarpus indicus	0.0144
Aira_caryophyllea_FWS-01.jpg	Aira caryophyllea	Agrostis vinealis	0.23653	Aira cupaniana	0.23174	Aira caryophyllea	0.09128	Agrostis mertensii	0.07731	Aira provincialis	0.06077
Aira_praecox_kz1.jpg	Aira praecox	Aira praecox	0.94751	Catapodium marinum	0.0222	Schismus arabicus	0.00795	Schismus barbatus	0.00594	Mibora minima	0.00262
Ajuga_chamaepitys.JPG	Ajuga chamaepitys	Ajuga chamaepitys	0.95812	Ajuga iva	0.01288	Neatostema apulum	0.00127
Ajuga_iva_Dingli_Cliffs_Malta_01_06_2010_01.jpg	Ajuga iva	Ajuga iva	0.99311	Teucrium brevifolium	0.00182
0_Ajuga_pyramidalis_-_Vallorcine_%281%29.JPG	Ajuga pyramidalis	Ajuga pyramidalis	0.984	Ajuga reptans	0.00563	Ajuga genevensis	0.00283
Ajuga_reptans_20070429_132711_1.jpg	Ajuga reptans	Ajuga reptans	0.82164	Ajuga genevensis	0.02392	Ajuga australis	0.02169	Ajuga pyramidalis	0.01844	Nepeta latifolia	0.0099
Alcea_rosea_purple.jpg	Alcea rosea	Alcea rosea	0.83482	Alcea setosa	0.07174	Hibiscus moscheutos	0.00754	Hibiscus cannabinus	0.00323	Malva arborea	0.00202
Alismalanceolatum.jpg	Alisma lanceolatum	Alisma plantago-aquatica	0.17859	Alisma lanceolatum	0.14598	Sagittaria lancifolia	0.13437	Alisma triviale	0.13178	Alisma subcordatum	0.10731
AlismaPlant1.jpg	Alisma plantago-aquatica	Alisma plantago-aquatica	0.86842	Alisma lanceolatum	0.05849	Alisma subcordatum	0.03889	Alisma triviale	0.0252	Alisma gramineum	0.00656
Alkanna_tinctoria2.jpg	Alkanna tinctoria	Alkanna matthioli	0.83845	Eritrichium nanum	0.00568	Echium arenarium	0.00271	Pardoglossum cheirifolium	0.00228	Nonea micrantha	0.00218
Alliaria_petiolata_marais-belloy-sur-somme_80_26042007_3.jpg	Alliaria petiolata	Alliaria petiolata	0.38527	Arabidopsis cebennensis	0.03863	Cardamine asarifolia	0.03671	Calepina irregularis	0.03313	Cardamine amara	0.03099
A.ampeloprasum_1.jpg	Allium ampeloprasum	Allium polyanthum	0.34362	Allium howellii	0.09051	Allium baeticum	0.04869	Allium acutiflorum	0.0289	Allium ampeloprasum	0.01737
Allium_chamaemoly_Corse_2014.jpg	Allium chamaemoly	Allium chamaemoly	0.99513	Androcymbium palaestinum	0.00188
%D0%90%D1%80%D0%BA%D0%BE%D0%B7%D0%BE%D0%B2%D1%96_%D0%BF%D1%96%D1%81%D0%BA%D0%BE%D0%B2%D0%B8%D0%BA%D0%B8_12.jpg	Allium guttatum	Allium guttatum	0.60899	Plantago media	0.06534	Astrantia major	0.04004	Astrantia minor	0.01837	Allium baeticum	0.01526
Ailblanc.jpg	Allium neapolitanum	Allium neapolitanum	0.68756	Allium subhirsutum	0.05293	Allium polyanthum	0.04804	Allium massaessylum	0.04712	Ornithogalum thyrsoides	0.01129
Allium_nigrum_GotBot_2015_003.jpg	Allium nigrum	Allium nigrum	0.55633	Allium cepa	0.17181	Allium cyrilli	0.05341	Ornithogalum saundersiae	0.05176	Allium tuberosum	0.02429
Allium_oleraceum_-_rohulauk_Keilas2.jpg	Allium oleraceum	Allium oleraceum	0.6583	Carex tenuiflora	0.03649	Allium oporinanthum	0.01815	Luzula alpinopilosa	0.01321	Juncus sphaerocarpus	0.00783
Allium_paniculatum_%28inflorescence%29_2.jpg	Allium paniculatum	Allium oleraceum	0.61228	Allium paniculatum	0.19169	Allium carinatum	0.08869	Allium oporinanthum	0.01779	Allium siculum	0.00487
Allium_roseum2.jpg	Allium roseum	Allium roseum	0.82944	Allium massaessylum	0.08935	Allium trifoliatum	0.00908	Allium neapolitanum	0.0087	Allium angulosum	0.00665
Allium_schoenoprasum_-_Bombus_lapidarius_-_Tootsi.jpg	Allium schoenoprasum	Allium schoenoprasum	0.87916	Allium acutiflorum	0.02638	Allium schmitzii	0.01194	Allium senescens	0.00943	Allium lusitanicum	0.00628
Allium_sphaerocephalon.jpg	Allium sphaerocephalon	Allium atroviolaceum	0.32396	Allium sphaerocephalum	0.27736	Allium sphaerocephalon	0.20897	Allium rotundum	0.07466	Allium ampeloprasum	0.01379
Allium_subvillosum.JPG	Allium subvillosum	Allium subvillosum	0.79762	Nothoscordum bivalve	0.03892	Allium massaessylum	0.01712	Allium neapolitanum	0.01156	Allium roseum	0.00874
Allium_triquetrum01.jpg	Allium triquetrum	Allium triquetrum	0.96824	Allium pendulinum	0.02596
Photo_of_Allium_Ursinum%2C_wild_garlic%2C_north-west_Hampshire%2C_UK%2C_May_2014.jpg	Allium ursinum	Allium ursinum	0.98443
ALLIUM_VICTORIALIS_-_GENTO_-_IB-888_%28All_victorial%29.JPG	Allium victorialis	Allium victorialis	0.98947	Allium orientale	0.00141
Alliumvineale1web.jpg	Allium vineale	Allium vineale	0.93985	Allium scorodoprasum	0.01418	Allium oleraceum	0.00902	Allium sphaerocephalum	0.00693	Allium canadense	0.00419
20120904Alnus_glutinosa01.jpg	Alnus glutinosa	Populus × canadensis	0.15707	Populus × canescens	0.06535	Nothofagus obliqua	0.06289	Quercus macrocarpa	0.04965	Ulmus thomasii	0.03918
AlopecurusAequalis1.JPG	Alopecurus aequalis	Alopecurus geniculatus	0.49229	Alopecurus aequalis	0.35852	Alopecurus pratensis	0.02468	Phalaris minor	0.01509	Phleum pratense	0.00799
Alopecurus_arundinaceus.jpg	Alopecurus arundinaceus	Alopecurus arundinaceus	0.79978	Alopecurus pratensis	0.0213	Holcus lanatus	0.01413	Phalaris aquatica	0.00887	Phleum hirsutum	0.00786
Geknikte_vossestaart_aar_%28Alopecurus_geniculatus_inflorescens%29.jpg	Alopecurus geniculatus	Alopecurus geniculatus	0.80251	Alopecurus aequalis	0.11072	Alopecurus bulbosus	0.01726	Alopecurus myosuroides	0.01073	Alopecurus pratensis	0.01018
Alopecurus_myosuroides1.jpg	Alopecurus myosuroides	Alopecurus myosuroides	0.36848	Digitaria sanguinalis	0.21638	Bothriochloa ischaemum	0.0409	Cynodon dactylon	0.03048	Digitaria ciliaris	0.02212
ALTHAEA_HIRSUTA_-_S%C3%92BOL_-_IB-793_%28Malv%C3%AD_pelut%29.jpg	Althaea hirsuta	Malva setigera	0.81201	Malva cretica	0.01792	Hibiscus trionum	0.007	Modiola caroliniana	0.00328	Malva longiflora	0.0031
Alyssum_allyssoides_eF.jpg	Alyssum alyssoides	Alyssum simplex	0.39545	Alyssum alyssoides	0.33285	Alyssum desertorum	0.13881	Alyssum montanum	0.01137	Alyssum argenteum	0.00719
Alyssum_montanum_ENBLA06.jpg	Alyssum simplex	Aurinia saxatilis	0.85894	Alyssum montanum	0.09607	Aurinia sinuata	0.0077	Aurinia corymbosa	0.00593	Alyssum murale	0.00286
Amaranthus_albus_%288186658004%29.jpg	Amaranthus albus	Kali soda	0.33864	Kali tragus	0.16458	Amaranthus albus	0.11831	Salsola soda	0.0524	Bassia scoparia	0.0264
Amaranthus_blitoides_flowers_8601.JPG	Amaranthus blitoides	Emex spinosa	0.22166	Patellifolia procumbens	0.09056	Amaranthus blitum	0.05702	Amaranthus polygonoides	0.04149	Rumex pulcher	0.02774
Amaranthus_lividus_%286896677687%29.jpg	Amaranthus blitum	Amaranthus spinosus	0.32483	Amaranthus palmeri	0.13892	Amaranthus viridis	0.12749	Amaranthus blitum	0.10821	Heliotropium indicum	0.09438
